ORDER_DT,CHANNEL,ORDER_NO,CUST_SITE,PROD_NO,PROD_DESC,PROD_COST,LIST_PRICE,SELL_PRICE,QTY_SOLD,PROJ_REV,DISCOUNT,ACT_REV,SALE_COST,RET_CODE,REASON
05-Aug-1998,Mail Sales ,162,1016_1,60100,Pocket U.V. Alerter ,3,9,10,116,1160,116,1044,348,Y,Damaged
24-Dec-1998,Mail Sales ,156,1039_3,60402,Sun Shelter-30 ,3,9,11,72,792,144,648,216,Y,Damaged
30-Jul-1998,Mail Sales ,217,1011_3,60300,RiverKind Shampoo ,3,9,11,192,2112,384,1728,576,Y,Damaged
08-Dec-1997,Mail Sales ,52,1033_5,60302,RiverKind Detergent ,2,6,6,301,1806,0,1806,602,Y,Damaged
20-Aug-1998,Mail Sales ,163,1001_15,60200,EnviroSak ,2,6,7,2,14,2,12,4,Y,Damaged
20-Aug-1998,Mail Sales ,163,1001_15,40403,GO Camp Kettle ,14,21,22,25,550,25,525,350,Y,Damaged
07-Jul-1998,Mail Sales ,207,1022_5,60402,Sun Shelter-30 ,3,9,11,20,220,40,180,60,Y,Damaged
08-Jul-1998,Mail Sales ,147,1035_2,50101,GO Ski Gear Bag ,16,32,35,48,1680,144,1536,768,Y,Damaged
10-Oct-1998,Telephone Sales ,128,1008_3,40103,StarDome ,410,615,554,12,6648,-732,7380,4920,Y,Damaged
20-Nov-1998,Telephone Sales ,127,1007_3,50100,GO Sport Bag ,14,28,31,32,992,96,896,448,Y,Damaged
24-Nov-1998,Telephone Sales ,194,1040_1,60401,Sun Shelter-15 ,3,9,11,148,1628,296,1332,444,Y,Damaged
28-Nov-1998,Direct Sales ,140,1022_2,40102,Star Gazer-3 ,370,555,500,13,6500,-715,7215,4810,Y,Faulty
30-Jul-1997,Direct Sales ,67,1001_12,60202,Enviro-T ,10,30,30,124,3720,0,3720,1240,Y,Faulty
12-Sep-1998,Direct Sales ,278,1001_14,40100,Star Lite ,130,165,165,7,1155,0,1155,910,Y,Faulty
25-Mar-1997,Direct Sales ,7,1004_1,60402,Sun Shelter-30 ,3,9,9,252,2268,0,2268,756,Y,Faulty
16-Apr-1997,Direct Sales ,33,1007_3,40301,Pack n' Hike ,88,131,131,3,393,0,393,264,Y,Faulty
28-Sep-1997,Direct Sales ,18,1012_2,40401,Dover-2 ,74,111,111,22,2442,0,2442,1628,Y,Faulty
10-Aug-1997,Direct Sales ,38,1015_1,40202,MoonLite ,56,84,84,16,1344,0,1344,896,Y,Faulty
31-Dec-1998,Direct Sales ,168,1030_4,60400,Sun Shelter-8 ,2,6,6,244,1464,0,1464,488,Y,Faulty
16-Aug-1997,Direct Sales ,43,1035_4,50202,GO Wristband ,4,8,8,16,128,0,128,64,Y,Faulty
17-Oct-1997,Direct Sales ,46,1035_4,60102,Pocket Radon Alerter ,13,39,39,62,2418,0,2418,806,Y,Faulty
01-Apr-1998,Direct Sales ,119,1031_2,40300,Day Tripper ,9,13.5,14,9,126,5,122,81,Y,Faulty
26-Feb-1998,Direct Sales ,210,1007_3,60200,EnviroSak ,2,6,7,16,112,16,96,32,Y,Faulty
23-Mar-1997,Direct Sales ,9,1035_1,60301,RiverKind Soap ,4,10.5,11,427,4697,214,4484,1708,Y,Faulty
29-Nov-1998,Direct Sales ,205,1028_1,60302,RiverKind Detergent ,2,6,8,165,1320,330,990,330,Y,Faulty
08-Jul-1998,Direct Sales ,136,1010_7,60402,Sun Shelter-30 ,3,9,11,273,3003,546,2457,819,Y,Faulty
03-Apr-1997,Telephone Sales ,49,1001_9,60300,RiverKind Shampoo ,3,9,9,62,558,0,558,186,Y,Faulty
23-Feb-1998,Direct Sales ,191,1012_4,40200,MoonBeam ,80,120,114,6,684,-36,720,480,Y,Other
10-Jun-1998,Direct Sales ,173,1022_1,60400,Sun Shelter-8 ,2,6,6,207,1242,0,1242,414,Y,Other
20-Apr-1997,Direct Sales ,28,1029_4,40201,MoonGlow ,86,129,129,25,3225,0,3225,2150,Y,Other
26-Nov-1998,Direct Sales ,101,1035_3,50202,GO Wristband ,4,8,9,48,432,48,384,192,Y,Other
12-Jun-1998,Direct Sales ,185,1030_2,40402,GO Cookset ,36,54,57,18,1026,54,972,648,Y,Other
17-Aug-1998,Direct Sales ,161,1012_3,40402,GO Cookset ,36,54,57,43,2451,129,2322,1548,Y,Other
11-Mar-1998,Direct Sales ,152,1039_4,60402,Sun Shelter-30 ,3,9,11,348,3828,696,3132,1044,Y,Other
07-May-1997,Telephone Sales ,44,1022_4,60200,EnviroSak ,2,6,6,11,66,0,66,22,Y,Other
21-Apr-1998,Telephone Sales ,189,1035_2,40300,Day Tripper ,9,13.5,14,12,168,6,162,108,Y,Other
27-Jul-1998,Telephone Sales ,175,1004_2,60401,Sun Shelter-15 ,3,9,11,375,4125,750,3375,1125,Y,Other
15-Jan-1998,Direct Sales ,181,1008_2,40201,MoonGlow ,86,129,123,7,861,-42,903,602,Y,Unsatisfactory
16-Dec-1997,Direct Sales ,25,1006_3,50201,GO Headband ,5,10,10,64,640,0,640,320,Y,Unsatisfactory
10-Aug-1997,Direct Sales ,38,1015_1,40302,GO Small Waist Pack ,12,18,18,4,72,0,72,48,Y,Unsatisfactory
19-Jul-1997,Direct Sales ,19,1027_3,60201,Enviro-Kit ,4,12,12,49,588,0,588,196,Y,Unsatisfactory
02-Dec-1997,Direct Sales ,78,1028_4,40303,GO Large Waist Pack ,16,24,24,1,24,0,24,16,Y,Unsatisfactory
31-Aug-1997,Direct Sales ,3,1042_3,40100,Star Lite ,130,165,165,18,2970,0,2970,2340,Y,Unsatisfactory
11-Mar-1998,Direct Sales ,152,1039_4,60200,EnviroSak ,2,6,7,20,140,20,120,40,Y,Unsatisfactory
17-Mar-1998,Direct Sales ,214,1028_3,60501,Pocket Water Filter ,90,270,311,1,311,41,270,90,Y,Unsatisfactory
09-Dec-1998,Direct Sales ,188,1041_2,50202,GO Wristband ,4,8,9,64,576,64,512,256,Y,Unsatisfactory
05-Jan-1998,Direct Sales ,169,1024_3,60501,Pocket Water Filter ,90,270,311,30,9330,1230,8100,2700,Y,Unsatisfactory
10-Nov-1997,Telephone Sales ,54,1010_5,50101,GO Ski Gear Bag ,16,32,32,80,2560,0,2560,1280,Y,Unsatisfactory
01-Aug-1998,Telephone Sales ,211,1006_3,60202,Enviro-T ,10,30,33,7,231,21,210,70,Y,Unsatisfactory
30-Jun-1997,Telephone Sales ,15,1001_10,60200,EnviroSak ,2,6,6,36,216,0,216,72,Y,Unsatisfactory
11-Oct-1998,Mail Sales ,209,1011_3,60302,RiverKind Detergent ,2,6,8,389,3112,778,2334,778,Y,Wrong Item
10-Dec-1997,Direct Sales ,56,1011_1,40201,MoonGlow ,86,129,129,1,129,0,129,86,Y,Wrong Item
05-Aug-1998,Mail Sales ,162,1016_1,60102,Pocket Radon Alerter ,13,39,43,5,215,20,195,65,Y,Wrong Item
25-Jun-1998,Telephone Sales ,187,1029_5,40202,MoonLite ,56,84,80,10,800,-40,840,560,Y,Wrong Item
10-Apr-1997,Telephone Sales ,60,1001_7,40103,StarDome ,410,615,615,7,4305,0,4305,2870,Y,Wrong Item
26-Jan-1998,Telephone Sales ,129,1007_3,60400,Sun Shelter-8 ,2,6,6,49,294,0,294,98,Y,Wrong Item
23-Nov-1997,Telephone Sales ,31,1034_5,50102,GO Duffel Bag ,28,56,56,80,4480,0,4480,2240,Y,Wrong Item
31-Jan-1997,Telephone Sales ,51,1042_3,40403,GO Camp Kettle ,14,21,21,48,1008,0,1008,672,Y,Wrong Item
02-May-1997,Telephone Sales ,35,1001_8,40400,Dover-1 ,43,64.5,65,73,4745,37,4709,3139,Y,Wrong Item
28-Sep-1998,Telephone Sales ,143,1040_5,40401,Dover-2 ,74,111,117,10,1170,60,1110,740,Y,Wrong Item
13-Jul-1998,Telephone Sales ,159,1001_4,40400,Dover-1 ,43,64.5,68,44,2992,154,2838,1892,Y,Wrong Item
22-Feb-1998,Direct Sales ,113,1007_3,40102,Star Gazer-3 ,370,555,500,19,9500,-1045,10545,7030,N,
18-Jan-1998,Direct Sales ,123,1007_4,40102,Star Gazer-3 ,370,555,500,19,9500,-1045,10545,7030,N,
03-Jul-1998,Direct Sales ,216,1012_2,40101,Star Gazer-2 ,343,518,466,10,4660,-520,5180,3430,N
26-Jun-1998,Direct Sales ,151,1036_1,40101,Star Gazer-2 ,343,518,466,10,4660,-520,5180,3430,N
26-Apr-1998,Direct Sales ,102,1018_1,40102,Star Gazer-3 ,370,555,500,7,3500,-385,3885,2590,N
05-Jan-1998,Direct Sales ,169,1024_3,40102,Star Gazer-3 ,370,555,500,7,3500,-385,3885,2590,N
09-Dec-1998,Direct Sales ,188,1041_2,40102,Star Gazer-3 ,370,555,500,7,3500,-385,3885,2590,N
23-Jan-1998,Direct Sales ,106,1027_2,40103,StarDome ,410,615,554,3,1662,-183,1845,1230,N
26-Feb-1998,Direct Sales ,210,1007_3,40102,Star Gazer-3 ,370,555,500,3,1500,-165,1665,1110,N
16-Jan-1998,Direct Sales ,114,1001_19,40102,Star Gazer-3 ,370,555,500,2,1000,-110,1110,740,N
01-Nov-1998,Direct Sales ,204,1030_4,40102,Star Gazer-3 ,370,555,500,2,1000,-110,1110,740,N
23-Jun-1998,Direct Sales ,197,1011_2,40101,Star Gazer-2 ,343,518,466,2,932,-104,1036,686,N
12-Mar-1998,Direct Sales ,154,1032_1,40101,Star Gazer-2 ,343,518,466,2,932,-104,1036,686,N
26-Nov-1998,Direct Sales ,101,1035_3,40101,Star Gazer-2 ,343,518,466,2,932,-104,1036,686,N
11-Mar-1998,Direct Sales ,152,1039_4,40101,Star Gazer-2 ,343,518,466,2,932,-104,1036,686,N
10-Jun-1998,Direct Sales ,173,1022_1,40200,MoonBeam ,80,120,114,12,1368,-72,1440,960,N
13-Aug-1998,Direct Sales ,111,1003_1,40103,StarDome ,410,615,554,1,554,-61,615,410,N
30-Sep-1998,Direct Sales ,144,1035_2,40103,StarDome ,410,615,554,1,554,-61,615,410,N
20-Dec-1998,Direct Sales ,138,1012_2,40200,MoonBeam ,80,120,114,10,1140,-60,1200,800,N
16-Apr-1998,Direct Sales ,180,1019_1,40201,MoonGlow ,86,129,123,10,1230,-60,1290,860,N
09-Nov-1998,Direct Sales ,199,1019_3,40200,MoonBeam ,80,120,114,10,1140,-60,1200,800,N
11-Mar-1998,Direct Sales ,116,1008_1,40102,Star Gazer-3 ,370,555,500,1,500,-55,555,370,N
22-Mar-1998,Direct Sales ,109,1004_1,40200,MoonBeam ,80,120,114,9,1026,-54,1080,720,N
21-Oct-1998,Direct Sales ,124,1006_3,40201,MoonGlow ,86,129,123,9,1107,-54,1161,774,N
22-Mar-1998,Direct Sales ,202,1035_2,40201,MoonGlow ,86,129,123,9,1107,-54,1161,774,N
25-Apr-1998,Direct Sales ,149,1010_5,40101,Star Gazer-2 ,343,518,466,1,466,-52,518,343,N
17-Sep-1998,Direct Sales ,165,1021_1,40101,Star Gazer-2 ,343,518,466,1,466,-52,518,343,N
03-Jun-1998,Direct Sales ,201,1024_3,40101,Star Gazer-2 ,343,518,466,1,466,-52,518,343,N
21-Sep-1998,Direct Sales ,212,1027_5,40101,Star Gazer-2 ,343,518,466,1,466,-52,518,343,N
21-Oct-1998,Direct Sales ,124,1006_3,40202,MoonLite ,56,84,80,12,960,-48,1008,672,N
25-Apr-1998,Direct Sales ,149,1010_5,40201,MoonGlow ,86,129,123,8,984,-48,1032,688,N
12-Oct-1998,Direct Sales ,195,1012_2,40200,MoonBeam ,80,120,114,8,912,-48,960,640,N
26-Jun-1998,Direct Sales ,151,1036_1,40202,MoonLite ,56,84,80,12,960,-48,1008,672,N
12-Oct-1998,Direct Sales ,195,1012_2,40202,MoonLite ,56,84,80,10,800,-40,840,560,N
19-Jul-1998,Direct Sales ,125,1035_3,40202,MoonLite ,56,84,80,10,800,-40,840,560,N
18-Feb-1998,Direct Sales ,131,1022_3,40201,MoonGlow ,86,129,123,6,738,-36,774,516,N
24-Sep-1998,Direct Sales ,145,1010_5,40202,MoonLite ,56,84,80,8,640,-32,672,448,N
22-Feb-1998,Direct Sales ,113,1007_3,40202,MoonLite ,56,84,80,7,560,-28,588,392,N
15-Jul-1998,Direct Sales ,137,1001_7,40200,MoonBeam ,80,120,114,4,456,-24,480,320,N
31-Dec-1998,Direct Sales ,168,1030_4,40200,MoonBeam ,80,120,114,4,456,-24,480,320,N
29-Nov-1998,Direct Sales ,205,1028_1,40200,MoonBeam ,80,120,114,3,342,-18,360,240,N
22-Sep-1998,Direct Sales ,107,1001_9,40200,MoonBeam ,80,120,114,2,228,-12,240,160,N
23-Jun-1998,Direct Sales ,197,1011_2,40200,MoonBeam ,80,120,114,2,228,-12,240,160,N
03-Jun-1998,Direct Sales ,201,1024_3,40201,MoonGlow ,86,129,123,2,246,-12,258,172,N
20-Jul-1998,Direct Sales ,203,1010_7,40202,MoonLite ,56,84,80,2,160,-8,168,112,N
09-Dec-1998,Direct Sales ,188,1041_2,40202,MoonLite ,56,84,80,2,160,-8,168,112,N
03-Dec-1998,Direct Sales ,196,1008_5,40200,MoonBeam ,80,120,114,1,114,-6,120,80,N
03-Jul-1998,Direct Sales ,216,1012_2,40202,MoonLite ,56,84,80,1,80,-4,84,56,N
01-Jul-1997,Direct Sales ,256,1001_1,60501,Pocket Water Filter ,90,270,270,50,13500,0,13500,4500,N
09-Jul-1997,Direct Sales ,6,1001_5,40101,Star Gazer-2 ,343,518,518,2,1036,0,1036,686,N
09-Jul-1997,Direct Sales ,6,1001_5,40200,MoonBeam ,80,120,120,7,840,0,840,560,N
09-Jul-1997,Direct Sales ,6,1001_5,40403,GO Camp Kettle ,14,21,21,37,777,0,777,518,N
09-Jul-1997,Direct Sales ,6,1001_5,50101,GO Ski Gear Bag ,16,32,32,48,1536,0,1536,768,N
09-Jul-1997,Direct Sales ,6,1001_5,60102,Pocket Radon Alerter ,13,39,39,36,1404,0,1404,468,N
09-Jul-1997,Direct Sales ,6,1001_5,60402,Sun Shelter-30 ,3,9,9,188,1692,0,1692,564,N
01-May-1997,Direct Sales ,231,1001_5,50100,GO Sport Bag ,14,28,28,100,2800,0,2800,1400,N
15-Jul-1998,Direct Sales ,137,1001_7,50203,GO Water Bottle ,4,8,8,16,128,0,128,64,N
22-Sep-1998,Direct Sales ,107,1001_9,50203,GO Water Bottle ,4,8,8,32,256,0,256,128,N
12-Mar-1997,Direct Sales ,24,1001_12,40101,Star Gazer-2 ,343,518,518,2,1036,0,1036,686,N
12-Mar-1997,Direct Sales ,24,1001_12,40401,Dover-2 ,74,111,111,37,4107,0,4107,2738,N
12-Mar-1997,Direct Sales ,24,1001_12,40402,GO Cookset ,36,54,54,62,3348,0,3348,2232,N
12-Mar-1997,Direct Sales ,24,1001_12,50100,GO Sport Bag ,14,28,28,16,448,0,448,224,N
12-Mar-1997,Direct Sales ,24,1001_12,60200,EnviroSak ,2,6,6,11,66,0,66,22,N
30-Jul-1997,Direct Sales ,67,1001_12,40101,Star Gazer-2 ,343,518,518,7,3626,0,3626,2401,N
30-Jul-1997,Direct Sales ,67,1001_12,40302,GO Small Waist Pack ,12,18,18,25,450,0,450,300,N
30-Jul-1997,Direct Sales ,67,1001_12,50203,GO Water Bottle ,4,8,8,64,512,0,512,256,N
30-Jul-1997,Direct Sales ,67,1001_12,60501,Pocket Water Filter ,90,270,270,14,3780,0,3780,1260,N
02-Aug-1998,Direct Sales ,273,1001_12,40100,Star Lite ,130,165,165,5,825,0,825,650,N
18-Aug-1998,Direct Sales ,275,1001_12,40100,Star Lite ,130,165,165,3,495,0,495,390,N
13-Jul-1998,Direct Sales ,270,1001_14,40100,Star Lite ,130,165,165,3,495,0,495,390,N
13-Jul-1998,Direct Sales ,271,1001_14,50100,GO Sport Bag ,14,28,28,5,140,0,140,70,N
14-Jul-1998,Direct Sales ,272,1001_14,40100,Star Lite ,130,165,165,6,990,0,990,780,N
12-Sep-1998,Direct Sales ,278,1001_14,50100,GO Sport Bag ,14,28,28,5,140,0,140,70,N
12-Sep-1998,Direct Sales ,278,1001_14,60100,Pocket U.V. Alerter ,3,9,9,5,45,0,45,15,N
13-Sep-1998,Direct Sales ,279,1001_14,40100,Star Lite ,130,165,165,5,825,0,825,650,N
